address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
1 Wall Street Ct APT 704,NEW YORK,NY,10005,639000,460.0,0.0,1.0,23,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Wall-Street-Ct-APT-704-New-York-NY-10005/80008812_zpid/
55 Wall St APT 904,NEW YORK,NY,10005,1500000,1121.0,1.0,2.0,339,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-Wall-St-APT-904-New-York-NY-10005/80003042_zpid/
130 Water St APT 11A,New York,NY,10005,798000,611.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-Water-St-APT-11A-New-York-NY-10005/2090525716_zpid/
67 Liberty St APT 6,NEW YORK,NY,10005,1395000,1246.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/67-Liberty-St-APT-6-New-York-NY-10005/120227041_zpid/
75 Wall St APT 22R,New York,NY,10005,1350000,1011.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-22R-New-York-NY-10005/89334719_zpid/
15 Broad St APT 1616,NEW YORK,NY,10005,2250000,1727.0,3.0,2.0,27,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Broad-St-APT-1616-New-York-NY-10005/80009471_zpid/
55 Wall St APT 826,NEW YORK,NY,10005,1290000,1175.0,1.0,2.0,36,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-Wall-St-APT-826-New-York-NY-10005/80003663_zpid/
15 Broad St APT 1410,NEW YORK,NY,10005,3295000,2220.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Broad-St-APT-1410-New-York-NY-10005/69509696_zpid/
75 Wall St APT 27R,NEW YORK,NY,10005,1395000,1011.0,1.0,2.0,297,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-27R-New-York-NY-10005/89335345_zpid/
20 Pine St APT 2209,New York,NY,10005,1848000,1444.0,2.0,2.0,182,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-2209-New-York-NY-10005/2133549688_zpid/
20 Pine St APT 815,New York,NY,10005,999000,822.0,1.0,1.0,25,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-815-New-York-NY-10005/2126607850_zpid/
15 William St APT 17H,NEW YORK,NY,10005,1690000,1373.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-17H-New-York-NY-10005/97498198_zpid/
15 William St APT 45J,NEW YORK,NY,10005,1540000,960.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-45J-New-York-NY-10005/97523917_zpid/
15 William St APT 35B,NEW YORK,NY,10005,1039000,791.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-35B-New-York-NY-10005/97509321_zpid/
20 Pine St APT 513,New York,NY,10005,2195000,1585.0,2.0,2.0,78,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-513-New-York-NY-10005/2130078684_zpid/
20 Pine St APT 1606,New York,NY,10005,1299000,1070.0,1.0,1.0,37,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-1606-New-York-NY-10005/2121230364_zpid/
15 William St APT 15E,NEW YORK,NY,10005,1850000,1300.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-15E-New-York-NY-10005/97505824_zpid/
15 William St APT 34A,NEW YORK,NY,10005,1995000,1325.0,2.0,2.0,707,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-34A-New-York-NY-10005/97517728_zpid/
55 Wall St APT 554,NEW YORK,NY,10005,1450000,1251.0,1.0,2.0,232,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-Wall-St-APT-554-New-York-NY-10005/80008741_zpid/
15 William St APT 39G,NEW YORK,NY,10005,1295000,800.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-39G-New-York-NY-10005/97535138_zpid/
1 Wall Street Ct APT 304,NEW YORK,NY,10005,649000,459.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Wall-Street-Ct-APT-304-New-York-NY-10005/80013370_zpid/
15 William St APT 30B,NEW YORK,NY,10005,1200000,791.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-30B-New-York-NY-10005/97519981_zpid/
15 William St APT 11C,NEW YORK,NY,10005,1125000,832.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-11C-New-York-NY-10005/97523058_zpid/
20 Pine St APT 706,New York,NY,10005,1280000,1070.0,1.0,1.0,37,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-706-New-York-NY-10005/2108939718_zpid/
15 William St APT 33D,NEW YORK,NY,10005,995000,698.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-33D-New-York-NY-10005/97503303_zpid/
15 William St APT 39I,NEW YORK,NY,10005,1885000,1273.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-39I-New-York-NY-10005/97495870_zpid/
20 Pine St APT 3102,New York,NY,10005,1750000,1185.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-3102-New-York-NY-10005/2116624692_zpid/
15 Broad St APT 2316,NEW YORK,NY,10005,1350000,1175.0,0.0,1.0,218,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Broad-St-APT-2316-New-York-NY-10005/80007998_zpid/
20 Pine St APT 1611,New York,NY,10005,1425000,1225.0,0.0,1.0,65,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-1611-New-York-NY-10005/2094223436_zpid/
15 William St APT 27H,NEW YORK,NY,10005,1815000,1373.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-27H-New-York-NY-10005/97515292_zpid/
15 William St APT 16F,NEW YORK,NY,10005,1050000,812.0,1.0,1.0,92,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-16F-New-York-NY-10005/112511626_zpid/
20 Pine St APT 803,New York,NY,10005,759000,656.0,0.0,1.0,18,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-803-New-York-NY-10005/2101566444_zpid/
130 Water St APT 8J,New York,NY,10005,895000,802.0,1.0,1.0,70,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-Water-St-APT-8J-New-York-NY-10005/2093540283_zpid/
15 Broad St APT 2320,NEW YORK,NY,10005,2395000,1772.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Broad-St-APT-2320-New-York-NY-10005/80009171_zpid/
75 Wall St APT 26J,NEW YORK,NY,10005,739000,445.0,0.0,1.0,41,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-26J-New-York-NY-10005/89332913_zpid/
20 Pine St APT 1515,New York,NY,10005,970000,822.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-1515-New-York-NY-10005/2096154785_zpid/
15 William St APT 42B,NEW YORK,NY,10005,1330000,791.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-42B-New-York-NY-10005/97501963_zpid/
15 William St APT 21C,NEW YORK,NY,10005,1220000,832.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-21C-New-York-NY-10005/97502220_zpid/
55 Wall St APT 508,NEW YORK,NY,10005,1389000,1389.0,1.0,2.0,171,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-Wall-St-APT-508-New-York-NY-10005/80005928_zpid/
75 Wall St APT 36G,NEW YORK,NY,10005,1295000,913.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-36G-New-York-NY-10005/97532041_zpid/
20 Pine St APT 3204,New York,NY,10005,2295000,1600.0,2.0,2.0,368,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-3204-New-York-NY-10005/2116624574_zpid/
15 William St APT 32C,NEW YORK,NY,10005,1235000,832.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-32C-New-York-NY-10005/97497732_zpid/
130 Water St APT 7E,New York,NY,10005,649000,520.0,0.0,1.0,92,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-Water-St-APT-7E-New-York-NY-10005/2091147604_zpid/
15 William St APT 30C,NEW YORK,NY,10005,1300000,832.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-30C-New-York-NY-10005/97539601_zpid/
75 Wall St APT 18M,NEW YORK,NY,10005,1670000,1244.0,2.0,2.0,109,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-18M-New-York-NY-10005/89331290_zpid/
15 William St APT 24D,NEW YORK,NY,10005,950000,698.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-24D-New-York-NY-10005/97512239_zpid/
75 Wall St APT 38O,NEW YORK,NY,10005,2495000,1482.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-38O-New-York-NY-10005/89334360_zpid/
15 William St APT 11C,NEW YORK,NY,10005,1125000,832.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-11C-New-York-NY-10005/97523058_zpid/
20 Pine St APT 706,New York,NY,10005,1280000,1070.0,1.0,1.0,37,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-706-New-York-NY-10005/2108939718_zpid/
15 William St APT 33D,NEW YORK,NY,10005,995000,698.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-33D-New-York-NY-10005/97503303_zpid/
15 William St APT 39I,NEW YORK,NY,10005,1885000,1273.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-39I-New-York-NY-10005/97495870_zpid/
20 Pine St APT 3102,New York,NY,10005,1750000,1185.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-3102-New-York-NY-10005/2116624692_zpid/
15 Broad St APT 2316,NEW YORK,NY,10005,1350000,1175.0,0.0,1.0,218,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Broad-St-APT-2316-New-York-NY-10005/80007998_zpid/
20 Pine St APT 1611,New York,NY,10005,1425000,1225.0,0.0,1.0,65,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-1611-New-York-NY-10005/2094223436_zpid/
15 William St APT 27H,NEW YORK,NY,10005,1815000,1373.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-27H-New-York-NY-10005/97515292_zpid/
15 William St APT 16F,NEW YORK,NY,10005,1050000,812.0,1.0,1.0,92,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-16F-New-York-NY-10005/112511626_zpid/
20 Pine St APT 803,New York,NY,10005,759000,656.0,0.0,1.0,18,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-803-New-York-NY-10005/2101566444_zpid/
130 Water St APT 8J,New York,NY,10005,895000,802.0,1.0,1.0,70,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-Water-St-APT-8J-New-York-NY-10005/2093540283_zpid/
15 Broad St APT 2320,NEW YORK,NY,10005,2395000,1772.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Broad-St-APT-2320-New-York-NY-10005/80009171_zpid/
75 Wall St APT 26J,NEW YORK,NY,10005,739000,445.0,0.0,1.0,41,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-26J-New-York-NY-10005/89332913_zpid/
20 Pine St APT 1515,New York,NY,10005,970000,822.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-1515-New-York-NY-10005/2096154785_zpid/
15 William St APT 42B,NEW YORK,NY,10005,1330000,791.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-42B-New-York-NY-10005/97501963_zpid/
15 William St APT 21C,NEW YORK,NY,10005,1220000,832.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-21C-New-York-NY-10005/97502220_zpid/
55 Wall St APT 508,NEW YORK,NY,10005,1389000,1389.0,1.0,2.0,171,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-Wall-St-APT-508-New-York-NY-10005/80005928_zpid/
75 Wall St APT 36G,NEW YORK,NY,10005,1295000,913.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-36G-New-York-NY-10005/97532041_zpid/
20 Pine St APT 3204,New York,NY,10005,2295000,1600.0,2.0,2.0,368,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-3204-New-York-NY-10005/2116624574_zpid/
15 William St APT 32C,NEW YORK,NY,10005,1235000,832.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-32C-New-York-NY-10005/97497732_zpid/
130 Water St APT 7E,New York,NY,10005,649000,520.0,0.0,1.0,92,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-Water-St-APT-7E-New-York-NY-10005/2091147604_zpid/
15 William St APT 30C,NEW YORK,NY,10005,1300000,832.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-30C-New-York-NY-10005/97539601_zpid/
75 Wall St APT 18M,NEW YORK,NY,10005,1670000,1244.0,2.0,2.0,109,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-18M-New-York-NY-10005/89331290_zpid/
15 William St APT 24D,NEW YORK,NY,10005,950000,698.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-24D-New-York-NY-10005/97512239_zpid/
75 Wall St APT 38O,NEW YORK,NY,10005,2495000,1482.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-38O-New-York-NY-10005/89334360_zpid/
75 Wall St APT 26K,NEW YORK,NY,10005,1295000,826.0,1.0,2.0,100,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-26K-New-York-NY-10005/97534412_zpid/
55 Wall St APT 605,NEW YORK,NY,10005,968000,1041.0,1.0,1.0,101,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-Wall-St-APT-605-New-York-NY-10005/80009615_zpid/
75 Wall St APT 35K,NEW YORK,NY,10005,1195000,874.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-35K-New-York-NY-10005/97529680_zpid/
15 William St APT 30G,NEW YORK,NY,10005,1235000,800.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-30G-New-York-NY-10005/97499146_zpid/
75 Wall St APT 29C,NEW YORK,NY,10005,1880000,1352.0,2.0,2.0,238,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-29C-New-York-NY-10005/89334881_zpid/
15 William St APT 44K,NEW YORK,NY,10005,1550000,1065.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-44K-New-York-NY-10005/97542473_zpid/
15 William St APT 27B,NEW YORK,NY,10005,1170000,791.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-27B-New-York-NY-10005/97520396_zpid/
20 Pine St APT 2114,New York,NY,10005,1385000,991.0,1.0,1.0,71,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-2114-New-York-NY-10005/2133170485_zpid/
75 Wall St APT 28C,NEW YORK,NY,10005,1825000,1352.0,2.0,2.0,242,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-28C-New-York-NY-10005/89333846_zpid/
15 William St APT 22D,NEW YORK,NY,10005,980000,698.0,0.0,1.0,836,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-22D-New-York-NY-10005/97508762_zpid/
20 Pine St APT 818,New York,NY,10005,1700000,1387.0,2.0,2.0,224,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-818-New-York-NY-10005/2092558375_zpid/
20 Pine St APT 1816,New York,NY,10005,1050000,1005.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-1816-New-York-NY-10005/2129888110_zpid/
15 William St APT 38D,NEW YORK,NY,10005,1020000,698.0,0.0,1.0,234,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-38D-New-York-NY-10005/97501668_zpid/
20 Pine St PH 41,New York,NY,10005,3400000,1476.0,2.0,2.0,296,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-PH-41-New-York-NY-10005/2105692100_zpid/
20 Pine St APT 1911,New York,NY,10005,1020000,595.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-1911-New-York-NY-10005/2121648945_zpid/
20 Pine St APT 1517,New York,NY,10005,975000,888.0,0.0,1.0,109,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-1517-New-York-NY-10005/2091415728_zpid/
75 Wall St APT 34K,NEW YORK,NY,10005,1495000,826.0,1.0,2.0,372,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-34K-New-York-NY-10005/89335443_zpid/
15 William St APT 25A,NEW YORK,NY,10005,1875000,1325.0,2.0,2.0,602,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-25A-New-York-NY-10005/97522375_zpid/
1 Wall Street Ct APT 404,NEW YORK,NY,10005,639000,460.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Wall-Street-Ct-APT-404-New-York-NY-10005/79978499_zpid/
15 William St APT 29D,NEW YORK,NY,10005,980000,698.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-29D-New-York-NY-10005/97502615_zpid/
15 William St APT 30E,NEW YORK,NY,10005,2280000,1300.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-30E-New-York-NY-10005/97537021_zpid/
15 Broad St APT 1202,NEW YORK,NY,10005,1195000,943.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Broad-St-APT-1202-New-York-NY-10005/80008159_zpid/
20 Pine St APT 2314,New York,NY,10005,1339000,991.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-2314-New-York-NY-10005/2091072611_zpid/
20 Pine St APT 1602,New York,NY,10005,1895000,1277.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-1602-New-York-NY-10005/2092392041_zpid/
Pine St # 809,New York,NY,10005,NA,662.0,0.0,NA,68,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/245936984_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
